Event	ID	Name			Wwise Object Path	Notes
	788884573	Stop			\Default Work Unit\Stop	
	1256202815	Play			\Default Work Unit\Play	

Switch Group	ID	Name			Wwise Object Path	Notes
	640949982	Speed			\Default Work Unit\Speed	
	1908158473	Pitch			\Default Work Unit\Pitch	
	3642081725	Rhythm			\Default Work Unit\Rhythm	

Switch	ID	Name	Switch Group			Notes
	34379592	Speed2	Speed			
	34379593	Speed3	Speed			
	34379595	Speed1	Speed			
	34379596	Speed6	Speed			
	34379598	Speed4	Speed			
	34379599	Speed5	Speed			
	339713560	Pitch3	Pitch			
	339713561	Pitch2	Pitch			
	339713562	Pitch1	Pitch			
	339713565	Pitch6	Pitch			
	339713566	Pitch5	Pitch			
	339713567	Pitch4	Pitch			
	2051013809	Rhythm6	Rhythm			
	2051013810	Rhythm5	Rhythm			
	2051013811	Rhythm4	Rhythm			
	2051013812	Rhythm3	Rhythm			
	2051013813	Rhythm2	Rhythm			
	2051013814	Rhythm1	Rhythm			

State Group	ID	Name			Wwise Object Path	Notes
	3671213988	KeySignature			\Default Work Unit\KeySignature	

State	ID	Name	State Group			Notes
	237518384	CLocrian	KeySignature			
	493209582	CHarmMin	KeySignature			
	748895195	None	KeySignature			
	1528131883	COctST	KeySignature			
	1906687985	FHarmMin	KeySignature			
	2080039350	CPhrygian	KeySignature			
	3126220252	BLydian	KeySignature			
	3908310863	CNatMin	KeySignature			
	4285089434	GHarmMin	KeySignature			

Game Parameter	ID	Name			Wwise Object Path	Notes
	91173834	EQHighRTPC			\Default Work Unit\EQHighRTPC	
	129208631	lowPassRTPC			\Default Work Unit\lowPassRTPC	
	296962706	tremoloRTPC			\Default Work Unit\tremoloRTPC	
	1358232353	timeFXRTPC			\Default Work Unit\timeFXRTPC	
	2703842240	RhythmRTPC			\Default Work Unit\RhythmRTPC	
	2931073822	IctusRTPC			\Default Work Unit\IctusRTPC	
	3307332308	PitchRTPC			\Default Work Unit\PitchRTPC	
	4048269951	SpeedRTPC			\Default Work Unit\SpeedRTPC	

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	180389353	Modulator Envelope (Custom)				

Audio Bus	ID	Name			Wwise Object Path	Notes
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Effect plug-ins	ID	Name	Type				Notes
	3164629247	Holy	Wwise RoomVerb			
	3185006250	ObjectEQHigh	Wwise Parametric EQ			
	3354577677	Fast_LF_Tremolo	Wwise Tremolo			
	3395979371	Straight_Delay	Wwise Stereo Delay			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	721734462	Wwise Synth One	Wwise Synth One		\Actor-Mixer Hierarchy\Default Work Unit\ObjectSynth1\Wwise Synth One	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	21506060	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\512Phry1_A5FC4725.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed2\Speed2\Ictus		27
	25250417	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\612Phry3_A44DEF0A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed2\Speed2\Ictus		44
	26002053	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\313Phry13_CA077B1D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed3\Speed3\Ictus		116
	26805145	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\516Phry16_D59F1F06.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed6\Speed6\Ictus		134
	30471440	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\612Phry6_66E14208.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed2\Speed2\Ictus		64
	30807573	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\611Phry16_494D743D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed1\Speed1\Ictus		136
	32016372	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\216Phry4_62E1957E.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed6\Speed6\Ictus		50
	35494114	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\312Phry10_1BCA4CE0.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed2\Speed2\Ictus		92
	38528440	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\414Phry2_F54A0A42.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed4\Speed4\Ictus		34
	39297826	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\314Phry15_2BA44D79.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed4\Speed4\Ictus		128
	41225559	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\511Phry9_9325EC27.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed1\Speed1\Ictus		84
	42358825	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\616Phry5_63DF6D74.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed6\Speed6\Ictus		58
	43249737	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\614Phry2_F54A0A42.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed4\Speed4\Ictus		34
	45584449	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\616Phry11_901888D8.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed6\Speed6\Ictus		96
	49331645	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\116Phry4_62E1957E.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed6\Speed6\Ictus		50
	49926850	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\612Phry11_0E2004BA.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed2\Speed2\Ictus		96
	55605726	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\614Phry13_3A0BC84D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed4\Speed4\Ictus		112
	65753383	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\312Phry14_D0B357B8.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed2\Speed2\Ictus		122
	66074857	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\512Phry4_64E5921C.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed2\Speed2\Ictus		52
	67803229	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\413Phry10_161C483B.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed3\Speed3\Ictus		90
	70886366	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\212Phry1_A5FC4725.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed2\Speed2\Ictus		27
	71691736	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\513Phry15_464B9FA9.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed3\Speed3\Ictus		128
	72339152	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\316Phry16_D59F1F06.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed6\Speed6\Ictus		136
	72765691	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\112Phry13_C10D5FA6.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed2\Speed2\Ictus		114
	72900551	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\211Phry8_A0D0344D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed1\Speed1\Ictus		78
	73354522	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\514Phry10_8620956B.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed4\Speed4\Ictus		92
	78038117	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\615Phry2_1D507E0A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed5\Speed5\Ictus		34
	78427712	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\616Phry9_8E1CD8EC.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed6\Speed6\Ictus		84
	81487736	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\516Phry1_EEFC1EDC.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed6\Speed6\Ictus		26
	81779428	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\215Phry13_B5B23AAC.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed5\Speed5\Ictus		116
	83255898	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\515Phry3_239E6970.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed5\Speed5\Ictus		42
	86012678	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\412Phry15_C7FD2392.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed2\Speed2\Ictus		126
	86199398	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\116Phry9_8E1CD8EC.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed6\Speed6\Ictus		88
	86961675	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\515Phry17_3F90C894.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed5\Speed5\Ictus		142
	88873689	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\111Phry12_55B93F25.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed1\Speed1\Ictus		108
	90208085	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\313Phry11_171A2031.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed3\Speed3\Ictus		100
	91222362	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\315Phry13_B5B23AAC.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed5\Speed5\Ictus		116
	94807751	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\512Phry16_D7A31BA4.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed2\Speed2\Ictus		134
	102302706	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\415Phry12_B4B462B6.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed5\Speed5\Ictus		104
	103260819	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\413Phry17_F938FA95.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed3\Speed3\Ictus		142
	104768922	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\413Phry9_151E7045.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed3\Speed3\Ictus		84
	105108286	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\114Phry17_DE91A865.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed4\Speed4\Ictus		142
	106356697	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\416Phry6_64DD456A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed6\Speed6\Ictus		64
	106364041	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\316Phry13_4305E3C4.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed6\Speed6\Ictus		116
	108836587	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\114Phry16_2CA2256F.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed4\Speed4\Ictus		136
	110461897	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\616Phry4_62E1957E.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed6\Speed6\Ictus		50
	110664574	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\311Phry9_9325EC27.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed1\Speed1\Ictus		86
	112704150	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\111Phry3_2B4F8663.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed1\Speed1\Ictus		44
	112710497	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\114Phry12_390DF057.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed4\Speed4\Ictus		108
	116478423	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\615Phry15_8CA36DA8.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed5\Speed5\Ictus		128
	118706257	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\512Phry7_5936F9E2.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed2\Speed2\Ictus		72
	129502410	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\411Phry10_A2CBE439.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed1\Speed1\Ictus		90
	130141366	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\214Phry3_1D4C57B1.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed4\Speed4\Ictus		42
	136200718	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\516Phry5_63DF6D74.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed6\Speed6\Ictus		58
	136589463	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\613Phry16_4749779F.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed3\Speed3\Ictus		136
	137129117	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\211Phry2_06F740FB.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed1\Speed1\Ictus		35
	138755607	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\611Phry10_A2CBE439.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed1\Speed1\Ictus		90
	143806184	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\213Phry3_37F3A9E1.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed3\Speed3\Ictus		43
